query,function,identifier,url,score
extract latitude and longitude from given input,"def date_tuple(ovls):
    """"""
    We should have a list of overlays from which to extract day month
    year.
    """"""

    day = month = year = 0
    for o in ovls:
        if 'day' in o.props:
            day = o.value

        if 'month' in o.props:
            month = o.value

        if 'year' in o.props:
            year = o.value

        if 'date' in o.props:
            day, month, year = [(o or n) for o, n in zip((day, month,
                                                          year), o.value)]

    return (day, month, year)",date_tuple,https://github.com/fakedrake/overlay_parse/blob/9ac362d6aef1ea41aff7375af088c6ebef93d0cd/overlay_parse/dates.py#L57-L78,1.073377
extract latitude and longitude from given input,"def apply_query_operators(iterable, ops):
    '''
    Apply a series of query operators to a sequence of instances, e.g.
    where_eq(), order_by() or filter functions.
    '''
    for op in ops:
        if isinstance(op, WhereEqual):
            iterable = op(iterable)
            
        elif isinstance(op, OrderBy):
            iterable = op(iterable)
            
        elif isinstance(op, dict):
            iterable = WhereEqual(op)(iterable)
            
        else:
            iterable = filter(op, iterable)

    return iterable",apply_query_operators,https://github.com/xtuml/pyxtuml/blob/7dd9343b9a0191d1db1887ab9288d0a026608d9a/xtuml/meta.py#L136-L154,1.0733554
extract latitude and longitude from given input,"def serialize(self):
        data = {}
        if self.condition_type:
            data['type'] = self.condition_type
        if self.status:
            data['status'] = self.status
        if self.last_heartbeat_time:
            data['lastHeartbeatTime'] = self.last_heartbeat_time
        if self.last_transition_time:
            data['lastTransitionTime'] = self.last_transition_time
        if self.reason:
            data['reason'] = self.reason
        if self.message:
            data['message'] = self.message
        return data",NodeCondition.serialize,https://github.com/mnubo/kubernetes-py/blob/e417946837f7cb06b6ea9f7c20d8c19853fbd1bf/kubernetes_py/models/v1/NodeCondition.py#L118-L132,1.0722175
extract latitude and longitude from given input,"def serialize(self):
        sql = 'SELECT '
        sql += ', '.join(self._what)
        if self.sets:
            sql += ' {}'.format(self._from)
        if self.where:
            sql += ' {}'.format(self._where)
        if self.group:
            sql += ' {}'.format(self._group)
        if self.order:
            sql += ' {}'.format(self._order)
        if self.limit:
            sql += ' {}'.format(self._limit)
        return sql + ';'",Select.serialize,https://github.com/Othernet-Project/sqlize-pg/blob/d2f8425e3ea96c510409f3875e14e7fca941693f/sqlize_pg/builder.py#L322-L335,1.0711594
extract latitude and longitude from given input,"def _handle_app_yaml(args, directory):
    force = args.force
    yaml_file = os.path.join(directory, DEFAULT_APP_YAML)
    _check_file(yaml_file, force)
    contents = ""---\n""
    if args.private_token:
        contents += 'private_token: %s\n' % args.private_token
    if args.mq:
        contents += 'message_queue_url: ""amqp://guest:guest@localhost:5672//""\n'
    if args.auto_conda:
        contents += 'conda_auto_init: true\n'
        contents += 'conda_auto_install: true\n'
    else:
        if not IS_WINDOWS and args.libdrmaa_path:
            contents += 'manager:\n  type: queued_drmaa\n'
    open(yaml_file, ""w"").write(contents)",_handle_app_yaml,https://github.com/galaxyproject/pulsar/blob/9ab6683802884324652da0a9f0808c7eb59d3ab4/pulsar/scripts/config.py#L302-L317,1.0709748
how to check if a checkbox is checked,"def to_dict_str(origin_value, encode=None):
    """"""recursively convert dict content into string
    """"""
    value = copy.deepcopy(origin_value)
    for k, v in value.items():
        if isinstance(v, dict):
            value[k] = to_dict_str(v, encode)
            continue

        if isinstance(v, list):
            value[k] = to_list_str(v, encode)
            continue

        if encode:
            value[k] = encode(v)
        else:
            value[k] = default_encode(v)

    return value",to_dict_str,https://github.com/wecatch/app-turbo/blob/75faf97371a9a138c53f92168d0a486636cb8a9c/turbo/util.py#L53-L71,1.0654798
how to check if a checkbox is checked,"def date_tuple(ovls):
    """"""
    We should have a list of overlays from which to extract day month
    year.
    """"""

    day = month = year = 0
    for o in ovls:
        if 'day' in o.props:
            day = o.value

        if 'month' in o.props:
            month = o.value

        if 'year' in o.props:
            year = o.value

        if 'date' in o.props:
            day, month, year = [(o or n) for o, n in zip((day, month,
                                                          year), o.value)]

    return (day, month, year)",date_tuple,https://github.com/fakedrake/overlay_parse/blob/9ac362d6aef1ea41aff7375af088c6ebef93d0cd/overlay_parse/dates.py#L57-L78,1.0616733
how to check if a checkbox is checked,"def process_operation(self, root, state) -> List[Dict]:
        op = {""tag"": ""op""}
        for node in root:
            if node.tag == ""operand"":
                if ""left"" in op:
                    op[""right""] = self.parseTree(node, state)
                else:
                    op[""left""] = self.parseTree(node, state)
            elif node.tag == ""operator"":
                if ""operator"" in op:
                    newOp = {
                        ""tag"": ""op"",
                        ""operator"": node.attrib[""operator""],
                        ""left"": [op],
                    }
                    op = newOp
                else:
                    op[""operator""] = node.attrib[""operator""]
        return [op]",XMLToJSONTranslator.process_operation,https://github.com/ml4ai/delphi/blob/6d03d8aafeab99610387c51b89c99738ff2abbe3/delphi/translators/for2py/translate.py#L447-L465,1.0612978
how to check if a checkbox is checked,"def _sanitize_object(obj):
    result = {}
    for k, v in obj.items():
        if isinstance(v, int) or isinstance(v, Decimal):
            result[k] = v
        elif not (isinstance(v, str) or isinstance(v, unicode)):
            result[k] = json.loads(bleach.clean(json.dumps(v)))
        else:
            result[k] = bleach.clean(v)
        if result[k] == '':
            result[k] = None
        # Making an assumption that there is no good usecase
        # for setting an empty string. This will help prevent
        # cases where empty string is sent because of client
        # not clearing form fields to null
    return result",_sanitize_object,https://github.com/SuryaSankar/flask-sqlalchemy-booster/blob/444048d167ab7718f758e943665ef32d101423a5/flask_sqlalchemy_booster/core.py#L65-L80,1.0607836
how to check if a checkbox is checked,"def get_mongo_query_from_arguments(self, reserved_attributes=[]):
        """"""Generate a mongo query from the given URL query parameters, handles OR query via multiples

        :param list reserved_attributes: A list of attributes you want to exclude from this particular query
        :return: dict
        """"""

        query = {}
        for arg in self.request.arguments:
            if arg not in reserved_attributes:
                if len(self.request.arguments.get(arg)) > 1:
                    query[""$or""] = []
                    for val in self.request.arguments.get(arg):
                        query[""$or""].append({arg: self.get_arg_value_as_type(val)})
                else:
                    query[arg] = self.get_arg_value_as_type(self.request.arguments.get(arg)[0])

        return query",BaseHandler.get_mongo_query_from_arguments,https://github.com/urbn/Caesium/blob/2a14fe79724c38fe9a1b20f7b8f518f8c6d50df1/caesium/handler.py#L108-L125,1.060449
how to check if a checkbox is checked,"def apply_query_operators(iterable, ops):
    '''
    Apply a series of query operators to a sequence of instances, e.g.
    where_eq(), order_by() or filter functions.
    '''
    for op in ops:
        if isinstance(op, WhereEqual):
            iterable = op(iterable)
            
        elif isinstance(op, OrderBy):
            iterable = op(iterable)
            
        elif isinstance(op, dict):
            iterable = WhereEqual(op)(iterable)
            
        else:
            iterable = filter(op, iterable)

    return iterable",apply_query_operators,https://github.com/xtuml/pyxtuml/blob/7dd9343b9a0191d1db1887ab9288d0a026608d9a/xtuml/meta.py#L136-L154,1.060396
how to check if a checkbox is checked,"def translate_job_state(code):
    '''AUX Function to translate the (numeric) state of a Job.

    Args:
        nr (int): A valid number to translate.

    Returns:
        HTTP response. JSON body.
    '''
    code_description = """"
    if code == ""0"":
        code_description = ""Queued""
    if code == ""1"":
        code_description = ""Scheduled""
    if code == ""2"":
        code_description = ""Processing""
    if code == ""3"":
        code_description = ""Finished""
    if code == ""4"":
        code_description = ""Error""
    if code == ""5"":
        code_description = ""Canceled""
    if code == ""6"":
        code_description = ""Canceling""

    return code_description",translate_job_state,https://github.com/gbowerman/azurerm/blob/79d40431d3b13f8a36aadbff5029888383d72674/azurerm/amsrp.py#L915-L940,1.0592444
how to check if a checkbox is checked,"def _replace_pressure(arguments, dtype_in_vert):
    """"""Replace p and dp Vars with appropriate Var objects specific to
    the dtype_in_vert.""""""
    arguments_out = []
    for arg in arguments:
        if isinstance(arg, Var):
            if arg.name == 'p':
                arguments_out.append(_P_VARS[dtype_in_vert])
            elif arg.name == 'dp':
                arguments_out.append(_DP_VARS[dtype_in_vert])
            else:
                arguments_out.append(arg)
        else:
            arguments_out.append(arg)
    return arguments_out",_replace_pressure,https://github.com/spencerahill/aospy/blob/2f6e775b9b9956c54af117fdcdce2c87196afb6c/aospy/calc.py#L28-L42,1.0582006
how to check if a checkbox is checked,"def _as_mapping(iterable):
        if isinstance(iterable, BaseMultiset):
            return iterable._elements
        if isinstance(iterable, dict):
            return iterable
        if isinstance(iterable, _all_basic_types):
            pass  # create dictionary below
        elif isinstance(iterable, Mapping):
            return iterable
        elif not isinstance(iterable, Iterable):
            raise TypeError(""'%s' object is not iterable"" % type(iterable))
        mapping = dict()
        for element in iterable:
            if element in mapping:
                mapping[element] += 1
            else:
                mapping[element] = 1
        return mapping",BaseMultiset._as_mapping,https://github.com/wheerd/multiset/blob/1f002397096edae3da32d004e3159345a476999c/multiset.py#L635-L652,1.0577189
how to check if a checkbox is checked,"def iter_long(self, string):
		""""""
		Generator performs a modified Aho-Corasick search string algorithm,
		which maches only the longest word.

		""""""
		state = self.root
		last  = None

		index = 0
		while index < len(string):
			c = string[index]

			if c in state.children:
				state = state.children[c]

				if state.output is not nil:
					# save the last node on the path
					last = (state.output, index)

				index += 1
			else:
				if last:
					# return the saved match
					yield last

					# and start over, as we don't want overlapped results
					# Note: this leads to quadratic complexity in the worst case
					index = last[1] + 1
					state = self.root
					last  = None
				else:
					# if no output, perform classic Aho-Corasick algorithm
					while c not in state.children:
						state = state.fail

		# corner case
		if last:
			yield last",Trie.iter_long,https://github.com/WojciechMula/pyahocorasick/blob/53842f783fbe3fa77d53cde1ac251b23c3cbed02/py/pyahocorasick.py#L254-L292,1.057416
converting uint8 array to image,"def date_tuple(ovls):
    """"""
    We should have a list of overlays from which to extract day month
    year.
    """"""

    day = month = year = 0
    for o in ovls:
        if 'day' in o.props:
            day = o.value

        if 'month' in o.props:
            month = o.value

        if 'year' in o.props:
            year = o.value

        if 'date' in o.props:
            day, month, year = [(o or n) for o, n in zip((day, month,
                                                          year), o.value)]

    return (day, month, year)",date_tuple,https://github.com/fakedrake/overlay_parse/blob/9ac362d6aef1ea41aff7375af088c6ebef93d0cd/overlay_parse/dates.py#L57-L78,1.097061
converting uint8 array to image,"def serialize(self):
        sql = 'SELECT '
        sql += ', '.join(self._what)
        if self.sets:
            sql += ' {}'.format(self._from)
        if self.where:
            sql += ' {}'.format(self._where)
        if self.group:
            sql += ' {}'.format(self._group)
        if self.order:
            sql += ' {}'.format(self._order)
        if self.limit:
            sql += ' {}'.format(self._limit)
        return sql + ';'",Select.serialize,https://github.com/Othernet-Project/sqlize-pg/blob/d2f8425e3ea96c510409f3875e14e7fca941693f/sqlize_pg/builder.py#L322-L335,1.0950571
converting uint8 array to image,"def to_dict_str(origin_value, encode=None):
    """"""recursively convert dict content into string
    """"""
    value = copy.deepcopy(origin_value)
    for k, v in value.items():
        if isinstance(v, dict):
            value[k] = to_dict_str(v, encode)
            continue

        if isinstance(v, list):
            value[k] = to_list_str(v, encode)
            continue

        if encode:
            value[k] = encode(v)
        else:
            value[k] = default_encode(v)

    return value",to_dict_str,https://github.com/wecatch/app-turbo/blob/75faf97371a9a138c53f92168d0a486636cb8a9c/turbo/util.py#L53-L71,1.0938635
converting uint8 array to image,"def _to_dict(self):
        """"""Return keyrange's state as a dict.

        :rtype: dict
        :returns: state of this instance.
        """"""
        mapping = {}

        if self.start_open:
            mapping[""start_open""] = self.start_open

        if self.start_closed:
            mapping[""start_closed""] = self.start_closed

        if self.end_open:
            mapping[""end_open""] = self.end_open

        if self.end_closed:
            mapping[""end_closed""] = self.end_closed

        return mapping",KeyRange._to_dict,https://github.com/googleapis/google-cloud-python/blob/85e80125a59cb10f8cb105f25ecc099e4b940b50/spanner/google/cloud/spanner_v1/keyset.py#L90-L110,1.0926853
converting uint8 array to image,"def _as_mapping(iterable):
        if isinstance(iterable, BaseMultiset):
            return iterable._elements
        if isinstance(iterable, dict):
            return iterable
        if isinstance(iterable, _all_basic_types):
            pass  # create dictionary below
        elif isinstance(iterable, Mapping):
            return iterable
        elif not isinstance(iterable, Iterable):
            raise TypeError(""'%s' object is not iterable"" % type(iterable))
        mapping = dict()
        for element in iterable:
            if element in mapping:
                mapping[element] += 1
            else:
                mapping[element] = 1
        return mapping",BaseMultiset._as_mapping,https://github.com/wheerd/multiset/blob/1f002397096edae3da32d004e3159345a476999c/multiset.py#L635-L652,1.0917928
converting uint8 array to image,"def process_operation(self, root, state) -> List[Dict]:
        op = {""tag"": ""op""}
        for node in root:
            if node.tag == ""operand"":
                if ""left"" in op:
                    op[""right""] = self.parseTree(node, state)
                else:
                    op[""left""] = self.parseTree(node, state)
            elif node.tag == ""operator"":
                if ""operator"" in op:
                    newOp = {
                        ""tag"": ""op"",
                        ""operator"": node.attrib[""operator""],
                        ""left"": [op],
                    }
                    op = newOp
                else:
                    op[""operator""] = node.attrib[""operator""]
        return [op]",XMLToJSONTranslator.process_operation,https://github.com/ml4ai/delphi/blob/6d03d8aafeab99610387c51b89c99738ff2abbe3/delphi/translators/for2py/translate.py#L447-L465,1.091782
converting uint8 array to image,"def _get_resource_pool(self, datacenter_name, clone_params):

        resource_full_path = '{0}/{1}/{2}'.format(datacenter_name,
                                                  clone_params.cluster_name,
                                                  clone_params.resource_pool)
        obj = self.get_folder(clone_params.si, resource_full_path)

        resource_pool = None
        host = None
        if isinstance(obj, self.vim.HostSystem):
            host = obj
            resource_pool = obj.parent.resourcePool

        elif isinstance(obj, self.vim.ResourcePool):
            resource_pool = obj

        elif isinstance(obj, self.vim.ClusterComputeResource):
            resource_pool = obj.resourcePool

        return resource_pool, host",pyVmomiService._get_resource_pool,https://github.com/QualiSystems/vCenterShell/blob/e2e24cd938a92a68f4a8e6a860810d3ef72aae6d/package/cloudshell/cp/vcenter/common/vcenter/vmomi_service.py#L540-L559,1.0905328
converting uint8 array to image,"def DefaultSelector():
    """""" This function serves as a first call for DefaultSelector to
    detect if the select module is being monkey-patched incorrectly
    by eventlet, greenlet, and preserve proper behavior. """"""
    global _DEFAULT_SELECTOR
    if _DEFAULT_SELECTOR is None:
        if platform.python_implementation() == 'Jython':  # Platform-specific: Jython
            _DEFAULT_SELECTOR = JythonSelectSelector
        elif _can_allocate('kqueue'):
            _DEFAULT_SELECTOR = KqueueSelector
        elif _can_allocate('devpoll'):
            _DEFAULT_SELECTOR = DevpollSelector
        elif _can_allocate('epoll'):
            _DEFAULT_SELECTOR = EpollSelector
        elif _can_allocate('poll'):
            _DEFAULT_SELECTOR = PollSelector
        elif hasattr(select, 'select'):
            _DEFAULT_SELECTOR = SelectSelector
        else:  # Platform-specific: AppEngine
            raise RuntimeError('Platform does not have a selector.')
    return _DEFAULT_SELECTOR()",DefaultSelector,https://github.com/sethmlarson/selectors2/blob/9bdf3d86578d1a84738cac6eb4127281b75bd669/selectors2.py#L727-L747,1.0895822
converting uint8 array to image,"def result(self, *args, **kwargs):
        """"""
        Construye la consulta SQL
        """"""
        prettify = kwargs.get('pretty', False)

        sql = 'UPDATE %s' % self._class
        
        if prettify:
            sql += '\n'
        else:
            sql += ' '
        
        if self.data:
            sql += 'MERGE ' + json.dumps(self.data)
            if prettify:
                sql += '\n'
            else:
                sql += ' '

        if self.where_criteria.size() > 0:
            sql +=  'WHERE '
            sql +=  self.where_criteria.result()
            if prettify:
                sql += '\n'
            else:
                sql += ' '
        
        return sql",Update.result,https://github.com/josegomezr/pqb/blob/a600cc6e4e9acdaaf2cff171d13eb85c9ed1757c/pqb/queries.py#L410-L438,1.08949
converting uint8 array to image,"def result(self, *args, **kwargs):
        """"""
        Construye la consulta SQL
        """"""
        prettify = kwargs.get('pretty', False)

        sql = 'CREATE %s %s' % (self._type, self._class)
        
        if prettify:
            sql += '\n'
        else:
            sql += ' '

        if self._type.lower() == 'edge':
            sql += "" FROM %s TO %s "" % (self._from, self._to)
        
        if self._cluster:
            sql += 'CLUSTER %s' % self._cluster
            if prettify:
                sql += '\n'
            else:
                sql += ' '
        
        if self.data:
            sql += 'CONTENT ' + json.dumps(self.data)
        return sql",Create.result,https://github.com/josegomezr/pqb/blob/a600cc6e4e9acdaaf2cff171d13eb85c9ed1757c/pqb/queries.py#L313-L338,1.0884688
memoize to disk  - persistent memoization,"def clear_display(self):
        display = self.display
        # Erase all just HiDES them
        display.Context.PurgeDisplay()
        display.Context.RemoveAll()",QtOccViewer.clear_display,https://github.com/frmdstryr/enamlx/blob/9582e29c88dc0c0340f912b49168b7307a47ed4f/enamlx/qt/qt_occ_viewer.py#L580-L584,1.0558144
memoize to disk  - persistent memoization,"def display_display_item_in_display_panel(self, display_item, display_panel_id):
        for display_panel in self.display_panels:
            if display_panel.display_panel_id == display_panel_id:
                display_panel.set_display_panel_display_item(display_item)
                self.__sync_layout()",Workspace.display_display_item_in_display_panel,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/Workspace.py#L177-L181,1.0545386
memoize to disk  - persistent memoization,"def selected_display_item(self) -> typing.Optional[DisplayItem.DisplayItem]:
        """"""Return the selected display item.

        The selected display is the display ite that has keyboard focus in the data panel or a display panel.
        """"""
        # first check for the [focused] data browser
        display_item = self.focused_display_item
        if not display_item:
            selected_display_panel = self.selected_display_panel
            display_item = selected_display_panel.display_item if selected_display_panel else None
        return display_item",DocumentController.selected_display_item,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/DocumentController.py#L795-L805,1.0340334
memoize to disk  - persistent memoization,"def delete_ip_from_host_record(self, host_record, ip):
        host_record.ip.remove(ip)
        return host_record.update()",InfobloxObjectManager.delete_ip_from_host_record,https://github.com/infobloxopen/infoblox-client/blob/edeec62db1935784c728731b2ae7cf0fcc9bf84d/infoblox_client/object_manager.py#L291-L293,1.0336573
memoize to disk  - persistent memoization,"def update_display_properties(self, display_properties: typing.Mapping, display_layers: typing.Sequence[typing.Mapping]) -> None: ...",ImageCanvasItemDelegate.update_display_properties,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/ImageCanvasItem.py#L271-L271,1.0320442
memoize to disk  - persistent memoization,"def display_xdata(self) -> DataAndMetadata.DataAndMetadata:
        """"""Return the extended data of this data item display.

        Display data will always be 1d or 2d and either int, float, or RGB data type.

        .. versionadded:: 1.0

        Scriptable: Yes
        """"""
        display_data_channel = self.__display_item.display_data_channel
        return display_data_channel.get_calculated_display_values(True).display_data_and_metadata",DataItem.display_xdata,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/Facade.py#L1037-L1047,1.0243118
memoize to disk  - persistent memoization,"def copy_display_data_properties_from(self, display_data_channel: ""DisplayDataChannel"") -> None:
        self.complex_display_type = display_data_channel.complex_display_type
        self.display_limits = display_data_channel.display_limits
        self.color_map_id = display_data_channel.color_map_id
        self.sequence_index = display_data_channel.sequence_index
        self.collection_index = display_data_channel.collection_index
        self.slice_center = display_data_channel.slice_center
        self.slice_width = display_data_channel.slice_width",DisplayDataChannel.copy_display_data_properties_from,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/model/DisplayItem.py#L458-L465,1.0238211
memoize to disk  - persistent memoization,"def __set_display_panel_controller(self, display_panel_controller):
        if self.__display_panel_controller:
            self.__display_panel_controller.close()
            self.__display_panel_controller = None
        self.__display_panel_controller = display_panel_controller
        if not display_panel_controller:
            self.header_canvas_item.reset_header_colors()
        if self.__display_panel_controller:
            self.set_display_item(self.__display_item)",DisplayPanel.__set_display_panel_controller,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/DisplayPanel.py#L1302-L1310,1.0189422
memoize to disk  - persistent memoization,"def analysis_selector_process(analysis_selector): 
    analysis_selector_module = importlib.import_module(analysis_selector.selector_module)
    return functools.partial( getattr(analysis_selector_module,analysis_selector.selector_function), analysis_selector )",analysis_selector_process,https://github.com/pjanis/funtool/blob/231851238f0a62bc3682d8fa937db9053378c53d/funtool/analysis_selector.py#L23-L25,1.0139949
memoize to disk  - persistent memoization,"def new_display_editor_dialog(self, display_item: DisplayItem.DisplayItem=None):
        if not display_item:
            display_item = self.selected_display_item
        if display_item:
            edit_display_dialog = DisplayEditorPanel.DisplayEditorDialog(self, display_item)
            edit_display_dialog.show()
            self.register_dialog(edit_display_dialog)",DocumentController.new_display_editor_dialog,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/DocumentController.py#L1019-L1025,1.013808
parse command line argument,"def _add_where_to_query(self, query):
        for where in self._where:
            query = query.where(where)
        for e_c in self._extras_conditions:
            query = query.where(e_c)
        return query",QueryBuilder._add_where_to_query,https://github.com/redhat-cip/dci-control-server/blob/b416cf935ec93e4fdd5741f61a21cabecf8454d2/dci/api/v1/utils.py#L307-L312,1.1043637
parse command line argument,"def _get_resource_pool(self, datacenter_name, clone_params):

        resource_full_path = '{0}/{1}/{2}'.format(datacenter_name,
                                                  clone_params.cluster_name,
                                                  clone_params.resource_pool)
        obj = self.get_folder(clone_params.si, resource_full_path)

        resource_pool = None
        host = None
        if isinstance(obj, self.vim.HostSystem):
            host = obj
            resource_pool = obj.parent.resourcePool

        elif isinstance(obj, self.vim.ResourcePool):
            resource_pool = obj

        elif isinstance(obj, self.vim.ClusterComputeResource):
            resource_pool = obj.resourcePool

        return resource_pool, host",pyVmomiService._get_resource_pool,https://github.com/QualiSystems/vCenterShell/blob/e2e24cd938a92a68f4a8e6a860810d3ef72aae6d/package/cloudshell/cp/vcenter/common/vcenter/vmomi_service.py#L540-L559,1.1035253
parse command line argument,"def get_query_string_response(self, viz_obj):
        query = None
        try:
            query_obj = viz_obj.query_obj()
            if query_obj:
                query = viz_obj.datasource.get_query_str(query_obj)
        except Exception as e:
            logging.exception(e)
            return json_error_response(e)

        if query_obj and query_obj['prequeries']:
            query_obj['prequeries'].append(query)
            query = ';\n\n'.join(query_obj['prequeries'])
        if query:
            query += ';'
        else:
            query = 'No query.'

        return self.json_response({
            'query': query,
            'language': viz_obj.datasource.query_language,
        })",Superset.get_query_string_response,https://github.com/apache/incubator-superset/blob/ca2996c78f679260eb79c6008e276733df5fb653/superset/views/core.py#L1136-L1157,1.1026298
parse command line argument,"def serialize(self):
        sql = 'SELECT '
        sql += ', '.join(self._what)
        if self.sets:
            sql += ' {}'.format(self._from)
        if self.where:
            sql += ' {}'.format(self._where)
        if self.group:
            sql += ' {}'.format(self._group)
        if self.order:
            sql += ' {}'.format(self._order)
        if self.limit:
            sql += ' {}'.format(self._limit)
        return sql + ';'",Select.serialize,https://github.com/Othernet-Project/sqlize-pg/blob/d2f8425e3ea96c510409f3875e14e7fca941693f/sqlize_pg/builder.py#L322-L335,1.1025239
parse command line argument,"def date_tuple(ovls):
    """"""
    We should have a list of overlays from which to extract day month
    year.
    """"""

    day = month = year = 0
    for o in ovls:
        if 'day' in o.props:
            day = o.value

        if 'month' in o.props:
            month = o.value

        if 'year' in o.props:
            year = o.value

        if 'date' in o.props:
            day, month, year = [(o or n) for o, n in zip((day, month,
                                                          year), o.value)]

    return (day, month, year)",date_tuple,https://github.com/fakedrake/overlay_parse/blob/9ac362d6aef1ea41aff7375af088c6ebef93d0cd/overlay_parse/dates.py#L57-L78,1.1020529
parse command line argument,"def _to_dict(self):
        """"""Return keyrange's state as a dict.

        :rtype: dict
        :returns: state of this instance.
        """"""
        mapping = {}

        if self.start_open:
            mapping[""start_open""] = self.start_open

        if self.start_closed:
            mapping[""start_closed""] = self.start_closed

        if self.end_open:
            mapping[""end_open""] = self.end_open

        if self.end_closed:
            mapping[""end_closed""] = self.end_closed

        return mapping",KeyRange._to_dict,https://github.com/googleapis/google-cloud-python/blob/85e80125a59cb10f8cb105f25ecc099e4b940b50/spanner/google/cloud/spanner_v1/keyset.py#L90-L110,1.1019688
parse command line argument,"def DefaultSelector():
    """""" This function serves as a first call for DefaultSelector to
    detect if the select module is being monkey-patched incorrectly
    by eventlet, greenlet, and preserve proper behavior. """"""
    global _DEFAULT_SELECTOR
    if _DEFAULT_SELECTOR is None:
        if platform.python_implementation() == 'Jython':  # Platform-specific: Jython
            _DEFAULT_SELECTOR = JythonSelectSelector
        elif _can_allocate('kqueue'):
            _DEFAULT_SELECTOR = KqueueSelector
        elif _can_allocate('devpoll'):
            _DEFAULT_SELECTOR = DevpollSelector
        elif _can_allocate('epoll'):
            _DEFAULT_SELECTOR = EpollSelector
        elif _can_allocate('poll'):
            _DEFAULT_SELECTOR = PollSelector
        elif hasattr(select, 'select'):
            _DEFAULT_SELECTOR = SelectSelector
        else:  # Platform-specific: AppEngine
            raise RuntimeError('Platform does not have a selector.')
    return _DEFAULT_SELECTOR()",DefaultSelector,https://github.com/sethmlarson/selectors2/blob/9bdf3d86578d1a84738cac6eb4127281b75bd669/selectors2.py#L727-L747,1.1012142
parse command line argument,"def decode_list(data):
    rv = []
    for item in data:
        if isinstance(item, unicode):
            item = item.encode('utf-8')
            if type(item) == type(""""):
                if not item.isdigit():
                    try:
                        item = float(item)
                    except:
                        item = item
        elif isinstance(item, list):
            item = decode_list(item)
        elif isinstance(item, dict):
            item = decode_dict(item)
        rv.append(item)
    return rv",decode_list,https://github.com/pbrisk/unicum/blob/24bfa7355f36847a06646c58e9fd75bd3b689bfe/unicum/decode_json.py#L31-L47,1.1008085
parse command line argument,"def update_display_properties(self, display_properties: typing.Mapping, display_layers: typing.Sequence[typing.Mapping]) -> None: ...",ImageCanvasItemDelegate.update_display_properties,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/ImageCanvasItem.py#L271-L271,1.100671
parse command line argument,"def BadResponse(body, request, status_code=None,
                    headers=None):
        """"""
        Construct a Bad HTTP response (defined in DEFAULT_BAD_RESPONSE_CODE)

        :param body: The body of the response
        :type  body: ``str``

        :param request: The HTTP request
        :type  request: :class:`requests.Request`

        :param status_code: The return status code, defaults
            to DEFAULT_GOOD_STATUS_CODE if not specified
        :type  status_code: ``int``

        :param headers: Response headers, defaults to
            DEFAULT_RESPONSE_HEADERS if not specified
        :type  headers: ``dict``

        :rtype: :class:`requests.Response`
        :returns: a Response object
        """"""
        response = Response()
        response.url = request.url
        response.raw = BytesIO(body)
        if status_code:
            response.status_code = status_code
        else:
            response.status_code = DEFAULT_BAD_STATUS_CODE
        if headers:
            response.headers = headers
        else:
            response.headers = DEFAULT_RESPONSE_HEADERS
        response.request = request
        response._content = body
        return response",StaticResponseFactory.BadResponse,https://github.com/tonybaloney/requests-staticmock/blob/431a68acc8e04eec42143bd1de43635cbc94fc3f/requests_staticmock/responses.py#L71-L106,1.1006058
how to read the contents of a .gz compressed file?,"def _create_user_dict(user):
        properties = {}

        if user.firstname:
            properties['firstname'] = user.firstname

        if user.lastname:
            properties['lastname'] = user.lastname

        if user.email:
            properties['email'] = user.email

        if user.password:
            properties['password'] = user.password

        # Optional Properties
        if user.administrator:
            properties['administrator'] = user.administrator

        if user.force_sec_auth:
            properties['forceSecAuth'] = user.force_sec_auth

        raw = {
            ""properties"": properties
        }

        return raw",ProfitBricksService._create_user_dict,https://github.com/profitbricks/profitbricks-sdk-python/blob/2c804b141688eccb07d6ae56601d5c60a62abebd/profitbricks/client.py#L2708-L2734,1.10139
